#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 13h30m02s.
#
#Parameters:
#===========
#
#bin width (s): 4.0000000000000001e-08
#record length (s): 9.3079999999999997e-05
#gated counting: False
#extraction parameters: {'conv_std_dev': 1.0, 'method': 'conv_deriv'}
#
#Data:
#=====
#Signal (counts)
7	10	9	8	8	8	3	5	15	5	6	8	5	4	10	10	8	7	6	7	13	7	6	9	9	6	12	6	6	4	4	7	6	7	9	6	9	6	10	3
10	9	6	7	8	8	11	15	14	6	7	5	7	10	4	8	7	6	7	13	7	4	4	9	6	12	5	6	4	6	5	6	5	12	3	9	12	10	9	11
9	9	5	8	8	11	5	14	7	7	9	7	6	4	13	7	13	7	6	7	5	11	10	6	5	5	8	7	6	9	10	5	6	1	6	12	9	9	10	6
9	9	9	5	11	4	3	7	7	9	12	6	6	13	7	13	9	6	9	5	11	9	4	5	9	8	5	3	9	13	4	6	8	5	7	9	11	10	11	7
9	11	5	2	4	10	5	7	7	12	9	6	8	7	7	9	7	9	6	11	7	11	10	9	12	5	2	6	13	9	8	8	6	5	8	11	2	11	12	5
11	4	9	7	10	7	10	7	9	9	4	8	3	7	9	7	10	6	6	7	3	2	7	12	8	2	9	2	9	4	4	6	6	9	9	2	9	12	4	9
4	9	9	5	7	6	13	9	6	4	4	3	11	9	6	10	6	6	8	3	7	8	7	8	7	9	10	4	4	10	2	6	8	8	6	9	10	4	5	10
9	4	8	8	6	8	10	6	8	4	8	11	7	6	5	6	3	8	5	7	5	4	9	7	6	10	9	1	10	6	6	8	7	5	10	10	6	5	6	8
4	15	11	8	8	8	9	8	3	8	7	7	1	5	5	3	6	5	4	5	6	8	8	6	6	9	9	10	6	4	4	7	9	12	5	6	8	6	7	14
15	8	9	6	8	8	5	3	9	7	7	1	9	5	7	6	7	4	9	6	6	13	8	6	9	9	8	8	4	7	7	9	9	17	6	8	19	7	8	5
8	9	10	11	8	8	6	9	11	7	4	9	12	7	4	7	4	9	9	6	10	5	6	9	7	8	8	5	7	10	5	9	5	6	10	19	7	8	9	3
9	8	4	7	8	11	9	11	4	4	5	12	7	4	4	4	3	9	9	10	10	7	8	7	15	8	7	4	10	0	4	5	9	5	8	7	11	9	9	7
8	7	9	3	11	8	11	4	6	5	5	7	6	4	11	3	9	9	8	10	12	7	6	15	4	7	2	11	0	3	5	9	5	8	7	11	11	9	5	7
7	5	7	5	8	7	3	6	6	5	5	6	9	11	4	9	6	8	9	12	10	11	6	4	8	2	9	8	3	5	7	5	8	2	3	11	5	5	6	7
5	3	8	6	7	5	3	6	3	5	7	9	6	4	6	6	3	9	9	10	6	5	12	8	9	9	9	8	5	6	7	8	5	8	8	5	8	6	7	6
3	11	6	5	5	7	6	3	7	7	5	6	5	6	10	3	7	9	7	6	3	8	10	9	3	9	9	5	6	11	8	5	7	8	8	8	6	7	12	9
11	5	1	8	7	8	6	7	4	5	3	5	6	10	5	7	5	7	5	3	4	4	3	3	8	9	9	14	11	8	8	7	6	4	6	6	2	12	12	6
5	4	7	3	8	5	12	4	6	3	8	6	8	5	9	5	3	5	9	4	5	3	6	8	6	9	6	11	8	5	8	6	15	4	6	2	4	12	9	7
4	5	6	5	5	5	5	6	8	8	12	8	5	9	6	3	6	9	8	5	11	8	6	6	7	6	8	9	5	5	7	15	6	9	1	4	2	9	11	5
5	7	9	5	5	4	8	8	3	12	3	5	8	6	5	6	7	8	5	11	5	7	8	7	2	8	9	10	5	9	6	6	9	7	5	2	7	11	10	9
7	6	4	10	4	7	6	3	5	3	8	8	11	5	13	7	5	5	5	5	5	7	7	2	7	9	5	10	9	6	6	9	7	4	10	7	9	10	11	9
6	4	7	10	7	6	6	5	2	8	5	11	10	13	7	5	10	5	4	5	7	7	8	7	6	5	12	7	6	9	5	7	3	8	4	9	7	11	7	5
4	3	8	9	6	7	4	2	5	5	9	10	6	7	9	10	2	4	9	7	6	8	8	6	2	12	9	9	9	3	11	3	3	6	2	7	8	7	9	6
3	9	5	9	7	4	8	5	16	9	6	6	11	9	14	2	6	9	8	6	6	5	4	2	7	9	3	12	3	9	14	3	6	7	8	8	5	9	8	8
9	5	3	4	4	10	4	16	8	6	12	11	9	14	10	6	3	8	9	6	7	1	0	7	5	3	6	5	9	19	9	6	6	8	9	5	4	8	8	4
5	10	4	4	10	11	11	8	8	12	7	9	2	10	9	3	7	9	5	7	5	6	10	5	10	6	9	8	19	6	6	6	3	5	10	4	4	8	4	7
10	6	8	5	11	6	9	8	8	7	6	2	4	9	9	7	5	5	8	5	5	8	7	10	4	9	8	11	6	6	5	3	17	9	7	4	6	4	6	7
6	5	6	5	6	2	4	8	6	6	7	4	7	9	10	5	3	8	4	5	9	5	5	4	9	8	4	5	6	4	14	17	4	9	5	6	5	6	6	4
5	7	9	6	2	9	10	6	7	7	3	7	10	10	6	3	7	4	3	9	10	7	4	9	5	4	5	6	4	6	6	4	2	10	7	5	5	6	5	6
7	1	10	5	9	14	13	7	7	3	9	10	9	6	5	7	6	3	6	10	5	7	9	5	7	5	6	7	6	5	5	2	4	6	6	5	6	5	4	12
1	19	7	4	14	10	9	7	10	9	8	9	6	5	6	6	10	6	14	5	7	6	8	7	7	6	1	8	5	4	6	4	10	7	6	6	10	4	5	5
19	4	7	8	10	10	9	10	8	8	7	6	8	6	1	10	5	14	5	7	9	12	5	7	13	1	6	5	4	6	9	10	6	4	12	10	7	5	9	3
4	4	7	8	10	2	9	8	13	7	4	8	8	1	8	5	8	5	3	9	7	8	6	13	9	6	7	6	6	7	5	6	6	6	7	7	4	9	3	9
4	2	9	7	2	11	7	13	6	4	6	8	3	8	4	8	10	3	6	7	7	10	8	9	6	7	6	4	7	8	9	6	4	7	7	4	8	3	5	6
2	10	10	5	11	4	5	6	8	6	8	3	5	4	12	10	6	6	5	7	7	1	7	6	8	6	4	5	8	5	7	4	4	0	3	8	7	5	9	5
10	10	4	8	4	8	3	8	10	8	6	5	9	12	6	6	11	5	8	7	7	14	5	8	2	4	7	9	5	6	8	4	5	2	7	7	10	9	9	7
10	6	4	8	8	9	13	10	3	6	12	9	8	6	6	11	8	8	5	7	9	3	8	2	4	7	7	5	6	8	6	5	6	8	6	10	5	9	6	4
6	9	3	5	9	9	8	3	10	12	7	8	4	6	6	8	3	5	5	9	3	9	13	4	10	7	11	7	8	7	4	6	10	7	4	5	11	6	13	8
9	5	6	8	9	5	8	10	9	7	6	4	8	6	29	3	8	5	42	3	9	10	6	10	40	11	9	7	7	7	2	10	4	8	6	11	5	13	4	12
5	35	11	36	5	76	25	9	100	6	34	8	87	29	111	8	73	42	64	9	54	39	3	40	112	9	100	37	7	79	29	4	80	27	8	5	37	4	70	10
35	77	58	91	76	96	98	100	86	34	107	87	119	111	99	73	103	64	89	54	61	100	84	112	105	100	92	112	79	111	88	80	73	90	80	37	81	70	60	47
77	65	71	94	96	98	102	86	97	107	98	119	108	99	98	103	103	89	85	61	46	70	105	105	112	92	112	105	111	95	99	73	84	77	83	81	89	60	71	70
65	59	94	82	98	83	83	97	81	98	82	108	120	98	90	103	101	85	86	46	42	96	101	112	92	112	120	114	95	93	96	84	88	69	74	89	73	71	79	62
59	71	88	84	83	95	107	81	113	82	89	120	98	90	102	101	96	86	79	42	48	92	111	92	107	120	91	94	93	111	88	88	90	91	84	73	65	79	69	63
71	72	71	87	95	99	96	113	99	89	110	98	121	102	99	96	112	79	87	48	42	108	116	107	113	91	106	99	111	104	102	90	95	93	73	65	71	69	66	63
72	67	89	84	99	91	91	99	108	110	95	121	95	99	106	112	97	87	99	42	49	114	83	113	98	106	84	99	104	88	113	95	99	72	73	71	77	66	73	60
67	59	88	66	91	49	86	108	66	95	117	95	71	106	21	97	59	99	36	49	45	99	82	98	32	84	59	87	88	71	91	99	62	87	78	77	71	73	48	53
59	13	50	12	49	7	17	66	9	117	30	71	14	21	9	59	17	36	6	45	21	27	66	32	6	59	8	23	71	8	20	62	5	22	50	71	22	48	7	32
13	10	6	11	7	12	11	9	12	30	6	14	6	9	10	17	13	6	5	21	4	11	11	6	10	8	9	7	8	9	9	5	6	5	5	22	9	7	11	7
10	7	4	7	12	9	12	12	4	6	11	6	8	10	7	13	10	5	7	4	8	5	11	10	13	9	5	7	9	8	7	6	9	8	9	9	5	11	7	6
7	7	9	9	9	7	12	4	5	11	8	8	7	7	10	10	15	7	8	8	6	7	5	13	8	5	9	7	8	7	5	9	5	6	15	5	7	7	9	16
7	6	13	9	7	10	9	5	9	8	8	7	6	10	6	15	6	8	11	6	6	8	10	8	11	9	3	3	7	6	8	5	10	9	13	7	5	9	7	8
6	6	5	6	10	10	5	9	7	8	5	6	8	6	9	6	11	11	7	6	10	5	4	11	9	3	11	12	6	9	8	10	11	3	8	5	6	7	7	7
6	9	8	9	10	13	9	7	5	5	6	8	12	9	9	11	6	7	7	10	8	9	8	9	7	11	4	5	9	10	6	11	9	19	9	6	8	7	6	6
9	12	8	7	13	7	5	5	9	6	9	12	6	9	13	6	11	7	4	8	10	10	7	7	11	4	12	5	10	7	13	9	5	13	7	8	6	6	5	5
12	6	7	9	7	12	7	9	10	9	6	6	7	13	6	11	10	4	3	10	7	9	11	11	6	12	8	8	7	6	14	5	9	8	12	6	3	5	11	8
6	5	10	6	12	9	4	10	5	6	8	7	6	6	10	10	4	3	7	7	9	5	6	6	6	8	6	6	6	7	9	9	7	7	7	3	3	11	6	10
5	9	8	8	9	3	5	5	6	8	8	6	4	10	8	4	7	7	13	9	12	6	7	6	12	6	6	6	7	4	7	7	7	9	6	3	6	6	9	11
9	6	8	8	3	11	15	6	7	8	5	4	10	8	7	7	6	13	7	12	7	4	9	12	5	6	6	4	4	5	6	7	12	3	9	6	10	9	10	1
6	5	7	8	11	5	14	7	9	5	7	10	4	7	13	6	7	7	5	7	7	10	9	5	8	6	7	6	5	10	5	12	1	6	12	10	9	10	11	3
5	9	8	11	5	3	7	9	12	7	6	4	13	13	9	7	6	5	11	7	13	4	6	8	5	7	3	9	10	4	6	1	5	7	9	9	10	11	5	4
9	5	5	4	3	5	7	12	9	6	6	13	7	9	7	6	9	11	7	13	7	10	5	5	2	3	6	13	4	8	8	5	5	8	11	10	11	5	5	11
5	9	2	10	5	10	7	9	4	6	8	7	7	7	10	9	6	7	3	7	5	7	9	2	9	6	2	9	8	4	6	5	9	9	2	11	12	5	8	3
9	9	7	7	10	13	9	4	4	8	3	7	9	10	6	6	6	3	7	5	8	7	12	9	10	2	4	4	4	2	6	9	8	6	9	12	4	8	8	10
9	8	5	6	13	10	6	4	8	3	11	9	6	6	3	6	8	7	5	8	6	9	8	10	9	4	1	10	2	6	8	8	5	10	10	4	5	8	8	4
8	11	8	8	10	9	8	8	7	11	7	6	5	3	6	8	5	5	6	6	12	8	7	9	9	1	10	6	6	4	7	5	12	5	6	5	6	8	11	8
11	9	8	8	9	5	3	7	7	7	1	5	5	6	7	5	4	6	6	12	9	8	6	9	8	10	8	4	4	7	9	12	17	6	8	6	7	11	9	9
9	10	6	8	5	6	9	7	4	1	9	5	7	7	4	4	9	6	10	9	4	6	6	8	8	8	5	7	7	5	9	17	6	10	19	7	8	9	4	8
10	4	11	8	6	9	11	4	5	9	12	7	4	4	3	9	9	10	10	4	5	8	9	8	7	5	4	10	5	4	5	6	5	8	7	8	9	4	6	10
4	9	7	11	9	11	4	5	5	12	7	4	4	3	9	9	9	10	12	5	5	6	7	7	2	4	11	0	4	5	9	5	8	7	11	9	9	6	6	5
9	7	3	8	11	3	6	5	5	7	6	4	11	9	6	9	8	12	10	5	8	6	15	2	9	11	8	3	5	7	5	8	2	3	11	9	5	6	5	8
7	8	5	7	3	3	6	5	7	6	9	11	4	6	3	8	9	10	6	8	4	12	4	9	9	8	8	5	7	7	8	2	8	8	5	5	6	5	7	8
8	6	6	5	3	6	3	7	5	9	6	4	6	3	7	9	9	6	3	4	6	10	8	9	9	8	5	6	7	8	5	8	8	8	8	6	7	7	7	10
6	1	5	7	6	6	7	5	3	6	5	6	10	7	5	9	7	3	4	6	9	3	9	9	9	5	14	11	8	8	7	8	4	6	6	7	12	7	8	9
1	7	8	8	6	12	4	3	8	5	6	10	5	5	3	7	5	4	5	9	7	6	3	9	6	14	11	8	8	8	6	4	4	6	2	12	12	8	2	3
7	6	3	5	12	5	6	8	12	6	8	5	9	3	6	5	9	5	11	7	7	6	8	6	8	11	9	5	8	7	15	4	9	1	4	12	9	2	6	12
6	9	5	5	5	8	8	12	3	8	5	9	6	6	7	9	8	11	5	7	7	8	6	8	9	9	10	5	7	6	6	9	7	5	2	9	11	6	3	7
9	4	5	4	8	6	3	3	8	5	8	6	5	7	5	8	5	5	5	7	8	7	7	9	5	10	10	9	6	6	9	7	4	10	7	11	10	3	8	7
4	7	10	7	6	6	5	8	5	8	11	5	13	5	10	5	5	5	7	8	7	8	2	5	12	10	7	6	6	5	7	4	8	4	9	10	11	8	10	3
7	8	10	6	6	4	2	5	9	11	10	13	7	10	2	5	4	7	6	7	10	8	7	12	9	7	9	9	5	11	3	8	6	2	7	11	7	10	5	7
8	5	9	7	4	8	5	9	6	10	6	7	9	2	6	4	9	6	6	10	6	4	6	9	3	9	12	3	11	14	3	6	7	8	8	7	9	5	9	4
5	3	9	4	8	4	16	6	12	6	11	9	14	6	3	9	8	6	7	6	7	0	2	3	6	12	5	9	14	9	6	7	8	9	5	9	8	9	6	9
3	4	4	10	4	11	8	12	7	11	9	14	10	3	7	8	9	7	5	7	7	10	7	6	9	5	8	19	9	6	6	8	5	10	4	8	8	6	4	6
4	8	4	11	11	9	8	7	6	9	2	10	9	7	5	9	5	5	5	7	5	7	5	9	8	8	11	6	6	5	3	5	9	7	4	8	4	4	8	11
8	6	5	6	9	4	8	6	7	2	4	9	9	5	3	5	8	5	9	5	9	5	10	8	4	11	5	6	5	14	17	9	9	5	6	4	6	8	3	7
6	9	5	2	4	10	6	7	3	4	7	9	10	3	7	8	4	9	10	9	14	4	4	4	5	5	6	4	14	6	4	9	10	7	5	6	6	3	4	6
9	10	6	9	10	13	7	3	9	7	10	10	6	7	6	4	3	10	5	14	7	9	9	5	6	6	7	6	6	5	2	10	6	6	5	6	5	4	10	4
10	7	5	14	13	9	7	9	8	10	9	6	5	6	10	3	6	5	7	7	9	8	5	6	1	7	8	5	5	6	4	6	7	6	6	5	4	10	8	11
7	7	4	10	9	9	10	8	7	9	6	5	6	10	5	6	14	7	9	9	10	5	7	1	6	8	5	4	6	9	10	7	4	12	10	4	5	8	9	15
7	7	8	10	9	9	8	7	4	6	8	6	1	5	8	14	5	9	7	10	6	6	7	6	7	5	6	6	9	5	6	4	6	7	7	5	9	9	9	5
7	9	8	2	9	7	13	4	6	8	8	1	8	8	10	5	3	7	7	6	5	8	13	7	6	6	4	7	5	9	6	6	7	7	4	9	3	9	7	5
9	10	7	11	7	5	6	6	8	8	3	8	4	10	6	3	6	7	7	5	6	7	9	6	4	4	5	8	9	7	4	7	0	3	8	3	5	7	6	10
10	4	5	4	5	3	8	8	6	3	5	4	12	6	11	6	5	7	7	6	3	5	6	4	7	5	9	5	7	8	4	0	2	7	7	5	9	6	8	8
4	4	8	8	3	13	10	6	12	5	9	12	6	11	8	5	8	7	9	3	10	8	8	7	7	9	5	6	8	6	5	2	8	6	10	9	9	8	5	4
4	3	8	9	13	8	3	12	7	9	8	6	6	8	3	8	5	9	3	10	6	13	2	7	11	5	7	8	6	4	6	8	7	4	5	9	6	5	1	7
3	6	5	9	8	8	10	7	6	8	4	6	6	3	8	5	5	3	9	6	4	6	4	11	9	7	7	7	4	2	10	7	8	6	11	6	13	1	7	6
6	11	8	5	8	25	9	6	34	4	8	6	29	8	73	5	42	9	54	4	37	3	10	9	100	7	37	7	2	29	4	8	27	8	5	13	4	7	32	9
11	58	36	76	25	98	100	34	107	8	87	29	111	73	103	42	64	54	61	37	24	84	40	100	92	37	112	79	29	88	80	27	90	80	37	4	70	32	67	18
58	71	91	96	98	102	86	107	98	87	119	111	99	103	103	64	89	61	46	24	14	105	112	92	112	112	105	111	88	99	73	90	77	83	81	70	60	67	77	57
71	94	94	98	102	83	97	98	82	119	108	99	98	103	101	89	85	46	42	14	13	101	105	112	120	105	114	95	99	96	84	77	69	74	89	60	71	77	56	60
94	88	82	83	83	107	81	82	89	108	120	98	90	101	96	85	86	42	48	13	8	111	112	120	91	114	94	93	96	88	88	69	91	84	73	71	79	56	63	51
88	71	84	95	107	96	113	89	110	120	98	90	102	96	112	86	79	48	42	8	11	116	92	91	106	94	99	111	88	102	90	91	93	73	65	79	69	63	68	60
71	89	87	99	96	91	99	110	95	98	121	102	99	112	97	79	87	42	49	11	8	83	107	106	84	99	99	104	102	113	95	93	72	73	71	69	66	68	62	55
89	88	84	91	91	86	108	95	117	121	95	99	106	97	59	87	99	49	45	8	14	82	113	84	59	99	87	88	113	91	99	72	87	78	77	66	73	62	54	57
88	50	66	49	86	17	66	117	30	95	71	106	21	59	17	99	36	45	21	14	32	66	98	59	8	87	23	71	91	20	62	87	22	50	71	73	48	54	15	67
50	6	12	7	17	11	9	30	6	71	14	21	9	17	13	36	6	21	4	32	15	11	32	8	9	23	7	8	20	9	5	22	5	5	22	48	7	15	10	13
6	4	11	12	11	12	12	6	11	14	6	9	10	13	10	6	5	4	8	15	4	11	6	9	5	7	7	9	9	7	6	5	8	9	9	7	11	10	9	4
4	9	7	9	12	12	4	11	8	6	8	10	7	10	15	5	7	8	6	4	5	5	10	5	9	7	7	8	7	5	9	8	6	15	5	11	7	9	7	13
9	13	9	7	12	9	5	8	8	8	7	7	10	15	6	7	8	6	6	5	3	10	13	9	3	7	3	7	5	8	5	6	9	13	7	7	9	7	9	2
13	5	9	10	9	5	9	8	5	7	6	10	6	6	11	8	11	6	10	3	10	4	8	3	11	3	12	6	8	8	10	9	3	8	5	9	7	9	6	13
5	8	6	10	5	9	7	5	6	6	8	6	9	11	6	11	7	10	8	10	4	8	11	11	4	12	5	9	8	6	11	3	19	9	6	7	7	6	8	8
8	8	9	13	9	5	5	6	9	8	12	9	9	6	11	7	7	8	10	4	5	7	9	4	12	5	5	10	6	13	9	19	13	7	8	7	6	8	7	7
8	7	7	7	5	7	9	9	6	12	6	9	13	11	10	7	4	10	7	5	5	11	7	12	8	5	8	7	13	14	5	13	8	12	6	6	5	7	8	4
7	10	9	12	7	4	10	6	8	6	7	13	6	10	4	4	3	7	9	5	12	6	11	8	6	8	6	6	14	9	9	8	7	7	3	5	11	8	8	11
10	8	6	9	4	5	5	8	8	7	6	6	10	4	7	3	7	9	12	12	10	7	6	6	6	6	6	7	9	7	7	7	9	6	3	11	6	8	3	8
8	8	8	3	5	15	6	8	5	6	4	10	8	7	6	7	13	12	7	10	7	9	6	6	6	6	4	4	7	6	7	9	3	9	6	6	9	3	11	1
8	7	8	11	15	14	7	5	7	4	10	8	7	6	7	13	7	7	7	7	12	9	12	6	7	4	6	5	6	5	12	3	6	12	10	9	10	11	6	9
7	8	8	5	14	7	9	7	6	10	4	7	13	7	6	7	5	7	13	12	5	6	5	7	3	6	9	10	5	6	1	6	7	9	9	10	11	6	7	10
8	5	11	3	7	7	12	6	6	4	13	13	9	6	9	5	11	13	7	5	8	5	8	3	6	9	13	4	6	8	5	7	8	11	10	11	5	7	5	4
5	2	4	5	7	7	9	6	8	13	7	9	7	9	6	11	7	7	5	8	5	9	5	6	2	13	9	8	8	6	5	8	9	2	11	5	5	5	9	6
2	7	10	10	7	9	4	8	3	7	7	7	10	6	6	7	3	5	8	5	4	12	2	2	4	9	4	4	6	6	9	9	6	9	12	5	8	9	10	6
7	5	7	13	9	6	4	3	11	7	9	10	6	6	8	3	7	8	6	4	7	8	9	4	1	4	10	2	6	8	8	6	10	10	4	8	8	10	8	8
5	8	6	10	6	8	8	11	7	9	6	6	3	8	5	7	5	6	12	7	8	7	10	1	10	10	6	6	8	7	5	10	5	6	5	8	8	8	14	9
8	8	8	9	8	3	7	7	1	6	5	3	6	5	4	5	6	12	9	8	7	6	9	10	8	6	4	4	7	9	12	5	6	8	6	8	11	14	5	7
8	6	8	5	3	9	7	1	9	5	5	6	7	4	9	6	6	9	4	7	5	6	9	8	5	4	7	7	9	9	17	6	10	19	7	11	9	5	3	10
6	11	8	6	9	11	4	9	12	5	7	7	4	9	9	6	10	4	5	5	2	9	8	5	4	7	10	5	9	5	6	10	8	7	8	9	4	3	7	9
11	7	8	9	11	4	5	12	7	7	4	4	3	9	9	10	10	5	5	2	2	7	8	4	11	10	0	4	5	9	5	8	7	11	9	4	6	7	7	13
7	3	11	11	4	6	5	7	6	4	4	3	9	9	8	10	12	5	8	2	4	15	7	11	8	0	3	5	9	5	8	7	3	11	9	6	6	7	7	4
3	5	8	3	6	6	5	6	9	4	11	9	6	8	9	12	10	8	4	4	9	4	2	8	8	3	5	7	5	8	2	3	8	5	5	6	5	7	6	8
5	6	7	3	6	3	7	9	6	11	4	6	3	9	9	10	6	4	6	9	5	8	9	8	5	5	6	7	8	5	8	8	8	8	6	5	7	6	9	7
6	5	5	6	3	7	5	6	5	4	6	3	7	9	7	6	3	6	9	5	5	9	9	5	14	6	11	8	5	7	8	8	6	6	7	7	7	9	6	6
5	8	7	6	7	4	3	5	6	6	10	7	5	7	5	3	4	9	7	5	11	3	9	14	11	11	8	8	7	6	4	6	6	2	12	7	8	6	7	6
8	3	8	12	4	6	8	6	8	10	5	5	3	5	9	4	5	7	7	11	8	8	9	11	9	8	5	8	6	15	4	6	1	4	12	8	2	7	5	7
3	5	5	5	6	8	12	8	5	5	9	3	6	9	8	5	11	7	7	8	7	6	6	9	10	5	5	7	15	6	9	1	5	2	9	2	6	5	9	8
5	5	5	8	8	3	3	5	8	9	6	6	7	8	5	11	5	7	8	7	6	7	8	10	10	5	9	6	6	9	7	5	10	7	11	6	3	9	9	8
5	10	4	6	3	5	8	8	11	6	5	7	5	5	5	5	5	8	7	6	8	2	9	10	7	9	6	6	9	7	4	10	4	9	10	3	8	9	5	6
10	10	7	6	5	2	5	11	10	5	13	5	10	5	4	5	7	7	10	8	6	7	5	7	9	6	9	5	7	3	8	4	2	7	11	8	10	5	6	5
10	9	6	4	2	5	9	10	6	13	7	10	2	4	9	7	6	10	6	6	5	6	12	9	12	9	3	11	3	3	6	2	8	8	7	10	5	6	8	7
9	9	7	8	5	16	6	6	11	7	9	2	6	9	8	6	6	6	7	5	5	2	9	12	5	3	9	14	3	6	7	8	9	5	9	5	9	8	4	9
9	4	4	4	16	8	12	11	9	9	14	6	3	8	9	6	7	7	7	5	3	7	3	5	8	9	19	9	6	6	8	9	10	4	8	9	6	4	7	8
4	4	10	11	8	8	7	9	2	14	10	3	7	9	5	7	5	7	5	3	8	5	6	8	11	19	6	6	6	3	5	10	7	4	8	6	4	7	7	9
4	5	11	9	8	8	6	2	4	10	9	7	5	5	8	5	5	5	9	8	6	10	9	11	5	6	6	5	3	17	9	7	5	6	4	4	8	7	4	11
5	5	6	4	8	6	7	4	7	9	9	5	3	8	4	5	9	9	14	6	7	4	8	5	6	6	4	14	17	4	9	5	7	5	6	8	3	4	6	4
5	6	2	10	6	7	3	7	10	9	10	3	7	4	3	9	10	14	7	7	6	9	4	6	7	4	6	6	4	2	10	7	6	5	6	3	4	6	12	7
6	5	9	13	7	7	9	10	9	10	6	7	6	3	6	10	5	7	9	6	7	5	5	7	8	6	5	5	2	4	6	6	6	6	5	4	10	12	5	9
5	4	14	9	7	10	8	9	6	6	5	6	10	6	14	5	7	9	10	7	8	7	6	8	5	5	4	6	4	10	7	6	12	10	4	10	8	5	3	11
4	8	10	9	10	8	7	6	8	5	6	10	5	14	5	7	9	10	6	8	11	7	1	5	6	4	6	9	10	6	4	12	7	7	5	8	9	3	9	6
8	8	10	9	8	13	4	8	8	6	1	5	8	5	3	9	7	6	5	11	6	13	6	6	4	6	7	5	6	6	6	7	7	4	9	9	9	9	6	10
8	7	2	7	13	6	6	8	3	1	8	8	10	3	6	7	7	5	6	6	7	9	7	4	5	7	8	9	6	4	7	7	3	8	3	9	7	6	5	10
7	5	11	5	6	8	8	3	5	8	4	10	6	6	5	7	7	6	3	7	12	6	6	5	9	8	5	7	4	4	0	3	7	7	5	7	6	5	7	4
5	8	4	3	8	10	6	5	9	4	12	6	11	5	8	7	7	3	10	12	7	8	4	9	5	5	6	8	4	5	2	7	6	10	9	6	8	7	4	9
8	8	8	13	10	3	12	9	8	12	6	11	8	8	5	7	9	10	6	7	12	2	7	5	7	6	8	6	5	6	8	6	4	5	9	8	5	4	8	3
