#Saved Data from the class pulsed_measurement_logic on 18.11.2022 at 16h43m15s.
#
#Parameters:
#===========
#
#Approx. measurement time (s): 3.9650990128517151e+02
#Measurement sweeps: -1
#Number of laser pulses: 156
#Laser ignore indices: [0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22, 24, 25, 26, 28, 29, 30, 32, 33, 34, 36, 37, 38, 40, 41, 42, 44, 45, 46, 48, 49, 50, 52, 53, 54, 56, 57, 58, 60, 61, 62, 64, 65, 66, 68, 69, 70, 72, 73, 74, 76, 77, 78, 80, 81, 82, 84, 85, 86, 88, 89, 90, 92, 93, 94, 96, 97, 98, 100, 101, 102, 104, 105, 106, 108, 109, 110, 112, 113, 114, 116, 117, 118, 120, 121, 122, 124, 125, 126, 128, 129, 130, 132, 133, 134, 136, 137, 138, 140, 141, 142, 144, 145, 146, 148, 149, 150, 152, 153, 154]
#alternating: False
#analysis parameters: {'signal_start': 1.215e-06, 'signal_end': 1.42e-06, 'norm_start': 1.5000000000000002e-08, 'norm_end': 3.1e-07, 'method': 'mean_norm'}
#extraction parameters: {'conv_std_dev': 2.0, 'method': 'conv_deriv'}
#fast counter settings: {'bin_width': 5e-09, 'record_length': 8.6825e-05, 'number_of_gates': 0, 'is_gated': False}
#
#Data:
#=====
#Controlled variable(s)	Signal
2.000000000000000e-08	0.000000000000000e+00
4.000000000000000e-08	0.000000000000000e+00
6.000000000000001e-08	0.000000000000000e+00
8.000000000000000e-08	0.000000000000000e+00
1.000000000000000e-07	0.000000000000000e+00
1.200000000000000e-07	0.000000000000000e+00
1.400000000000000e-07	0.000000000000000e+00
1.600000000000000e-07	0.000000000000000e+00
1.800000000000000e-07	0.000000000000000e+00
2.000000000000000e-07	0.000000000000000e+00
2.200000000000000e-07	0.000000000000000e+00
2.400000000000000e-07	0.000000000000000e+00
2.600000000000001e-07	0.000000000000000e+00
2.800000000000000e-07	0.000000000000000e+00
3.000000000000000e-07	0.000000000000000e+00
3.200000000000000e-07	0.000000000000000e+00
3.400000000000000e-07	0.000000000000000e+00
3.600000000000000e-07	0.000000000000000e+00
3.800000000000000e-07	0.000000000000000e+00
4.000000000000000e-07	0.000000000000000e+00
4.200000000000000e-07	0.000000000000000e+00
4.400000000000000e-07	0.000000000000000e+00
4.600000000000000e-07	0.000000000000000e+00
4.800000000000000e-07	0.000000000000000e+00
5.000000000000001e-07	0.000000000000000e+00
5.200000000000000e-07	0.000000000000000e+00
5.400000000000000e-07	0.000000000000000e+00
5.600000000000000e-07	0.000000000000000e+00
5.800000000000001e-07	0.000000000000000e+00
6.000000000000001e-07	0.000000000000000e+00
6.200000000000000e-07	0.000000000000000e+00
6.400000000000000e-07	0.000000000000000e+00
6.600000000000000e-07	0.000000000000000e+00
6.800000000000001e-07	0.000000000000000e+00
7.000000000000001e-07	0.000000000000000e+00
7.200000000000000e-07	0.000000000000000e+00
7.400000000000000e-07	0.000000000000000e+00
7.600000000000000e-07	0.000000000000000e+00
7.800000000000000e-07	0.000000000000000e+00
