#Saved Data from the class wavemeter_logger_logic on 02.12.2022 at 17h03m54s.
#
#Parameters:
#===========
#
#Start Time (s): 02.12.2022 17h:02min:54s
#Stop Time (s): 02.12.2022 17h:03min:54s
#
#Data:
#=====
#Measurement Time (s)	Signal (counts/s)	Interpolated Wavelength (nm)
2.992391586304e-03	5.950000000000e+03	7.370373104121e+02
2.296638488770e-02	8.500000000000e+03	7.370373104121e+02
4.291224479675e-02	6.200000000000e+03	7.370373104121e+02
6.285476684570e-02	7.600000000000e+03	7.370373104121e+02
8.277845382690e-02	8.150000000000e+03	7.370373104121e+02
1.027481555939e-01	8.400000000000e+03	7.370373104121e+02
1.256647109985e-01	7.500000000000e+03	7.370373104121e+02
2.034554481506e-01	7.900000000000e+03	7.370373104121e+02
2.283887863159e-01	7.850000000000e+03	7.370373104121e+02
2.293863296509e-01	8.600000000000e+03	7.370373104121e+02
2.303833961487e-01	5.950000000000e+03	7.370373104121e+02
2.313814163208e-01	7.800000000000e+03	7.370373104121e+02
2.423810958862e-01	6.850000000000e+03	7.370373104121e+02
2.623209953308e-01	8.200000000000e+03	7.370373104121e+02
2.822649478912e-01	9.500000000000e+03	7.370373104121e+02
3.021998405457e-01	8.900000000000e+03	7.370373104121e+02
3.221609592438e-01	8.450000000000e+03	7.370373104121e+02
3.421070575714e-01	6.800000000000e+03	7.370373104121e+02
3.630285263062e-01	7.550000000000e+03	7.370373104121e+02
3.829753398895e-01	7.900000000000e+03	7.370373104121e+02
4.029448032379e-01	7.650000000000e+03	7.370373104121e+02
4.228940010071e-01	9.250000000000e+03	7.370373104121e+02
4.428377151489e-01	7.500000000000e+03	7.370373104121e+02
4.627888202667e-01	8.400000000000e+03	7.370373104121e+02
4.827313423157e-01	8.550000000000e+03	7.370373104121e+02
5.026786327362e-01	7.250000000000e+03	7.370373104121e+02
5.226240158081e-01	8.400000000000e+03	7.370373104121e+02
5.428154468536e-01	6.000000000000e+03	7.370373104121e+02
5.626494884491e-01	6.700000000000e+03	7.370373104121e+02
5.827965736389e-01	6.000000000000e+03	7.370373104121e+02
6.027696132660e-01	7.800000000000e+03	7.370373104121e+02
6.230154037476e-01	8.750000000000e+03	7.370373104121e+02
6.429715156555e-01	6.550000000000e+03	7.370373104579e+02
6.630289554596e-01	8.150000000000e+03	7.370373105120e+02
6.826505661011e-01	8.700000000000e+03	7.370373105201e+02
7.029619216919e-01	6.800000000000e+03	7.370373105201e+02
7.221884727478e-01	8.850000000000e+03	7.370373105201e+02
7.421581745148e-01	7.850000000000e+03	7.370373105201e+02
7.620830535889e-01	7.450000000000e+03	7.370373105201e+02
7.830538749695e-01	8.500000000000e+03	7.370373105201e+02
8.029980659485e-01	8.250000000000e+03	7.370373105201e+02
8.229417800903e-01	8.200000000000e+03	7.370373105201e+02
8.428924083710e-01	8.400000000000e+03	7.370373105201e+02
8.628456592560e-01	7.350000000000e+03	7.370373105201e+02
8.827595710754e-01	9.200000000000e+03	7.370373105201e+02
9.027290344238e-01	7.600000000000e+03	7.370373105201e+02
9.226746559143e-01	7.900000000000e+03	7.370373105201e+02
9.426217079163e-01	7.650000000000e+03	7.370373105201e+02
9.625456333160e-01	8.450000000000e+03	7.370373105201e+02
9.825158119202e-01	9.250000000000e+03	7.370373109680e+02
1.002439022064e+00	6.750000000000e+03	7.370373116563e+02
1.022400140762e+00	8.250000000000e+03	7.370373117755e+02
1.042355775833e+00	6.250000000000e+03	7.370373118242e+02
1.062310695648e+00	6.850000000000e+03	7.370373115925e+02
1.082250833511e+00	7.750000000000e+03	7.370373115500e+02
1.102195501328e+00	6.300000000000e+03	7.370373115700e+02
1.122143983841e+00	7.250000000000e+03	7.370373115820e+02
1.143062591553e+00	8.900000000000e+03	7.370373116099e+02
1.163032770157e+00	7.850000000000e+03	7.370373115830e+02
1.182979583740e+00	9.200000000000e+03	7.370373113641e+02
1.202902078629e+00	7.750000000000e+03	7.370373112769e+02
1.222849130630e+00	8.600000000000e+03	7.370373113072e+02
1.242210388184e+00	6.400000000000e+03	7.370373114543e+02
1.262159109116e+00	7.650000000000e+03	7.370373114061e+02
1.282394409180e+00	9.150000000000e+03	7.370373111084e+02
1.302488327026e+00	7.300000000000e+03	7.370373113691e+02
1.322632789612e+00	5.100000000000e+03	7.370373114442e+02
1.343163967133e+00	1.005000000000e+04	7.370373113940e+02
1.364118576050e+00	7.250000000000e+03	7.370373112515e+02
1.383047342300e+00	8.450000000000e+03	7.370373111541e+02
1.403059482574e+00	9.200000000000e+03	7.370373111541e+02
1.422979116440e+00	6.000000000000e+03	7.370373112116e+02
1.442204236984e+00	8.350000000000e+03	7.370373112809e+02
1.463174581528e+00	7.350000000000e+03	7.370373112193e+02
1.482121944427e+00	8.500000000000e+03	7.370373109233e+02
1.503064632416e+00	7.400000000000e+03	7.370373103497e+02
1.523010492325e+00	7.700000000000e+03	7.370373089809e+02
1.542956829071e+00	7.700000000000e+03	7.370373082967e+02
1.562905073166e+00	9.850000000000e+03	7.370373082967e+02
1.582849979401e+00	9.200000000000e+03	7.370373064980e+02
1.602773904800e+00	4.750000000000e+03	7.370373044170e+02
1.622720241547e+00	8.000000000000e+03	7.370373020989e+02
1.642691135406e+00	7.000000000000e+03	7.370372993956e+02
1.662625789642e+00	8.900000000000e+03	7.370372965749e+02
1.682560205460e+00	5.900000000000e+03	7.370372936727e+02
1.702507019043e+00	8.450000000000e+03	7.370372929466e+02
1.722477197647e+00	4.800000000000e+03	7.370372925133e+02
1.742423295975e+00	6.650000000000e+03	7.370372896236e+02
1.762370109558e+00	7.100000000000e+03	7.370372868955e+02
1.782419681549e+00	7.300000000000e+03	7.370372842351e+02
1.802423954010e+00	6.200000000000e+03	7.370372810699e+02
1.822391510010e+00	6.550000000000e+03	7.370372796460e+02
1.842326402664e+00	8.450000000000e+03	7.370372796460e+02
1.862286090851e+00	8.650000000000e+03	7.370372768802e+02
1.882232904434e+00	8.950000000000e+03	7.370372742194e+02
1.902179718018e+00	7.350000000000e+03	7.370372718647e+02
1.922126054764e+00	7.650000000000e+03	7.370372695669e+02
1.943069934845e+00	8.450000000000e+03	7.370372670042e+02
1.963015556335e+00	6.800000000000e+03	7.370372636471e+02
1.982960700989e+00	7.700000000000e+03	7.370372603934e+02
2.002912521362e+00	7.500000000000e+03	7.370372577206e+02
2.022950887680e+00	7.400000000000e+03	7.370372549205e+02
2.042923688889e+00	6.950000000000e+03	7.370372522200e+02
2.063034772873e+00	8.400000000000e+03	7.370372522200e+02
2.083092212677e+00	7.200000000000e+03	7.370372497440e+02
2.103062629700e+00	5.250000000000e+03	7.370372469929e+02
2.122328042984e+00	5.750000000000e+03	7.370372449358e+02
2.142650842667e+00	5.050000000000e+03	7.370372425117e+02
2.163822412491e+00	7.500000000000e+03	7.370372396659e+02
2.182801485062e+00	7.000000000000e+03	7.370372373321e+02
2.202729463577e+00	7.950000000000e+03	7.370372353204e+02
2.222659587860e+00	7.650000000000e+03	7.370372350444e+02
2.242606401443e+00	6.150000000000e+03	7.370372322850e+02
2.262574911118e+00	6.800000000000e+03	7.370372296391e+02
2.282518386841e+00	6.950000000000e+03	7.370372273439e+02
2.302446126938e+00	6.800000000000e+03	7.370372249246e+02
2.322415351868e+00	7.650000000000e+03	7.370372221196e+02
2.342361927032e+00	5.850000000000e+03	7.370372175952e+02
2.362296104431e+00	7.800000000000e+03	7.370372165109e+02
2.382259368896e+00	7.800000000000e+03	7.370372158043e+02
2.402202129364e+00	8.100000000000e+03	7.370372129883e+02
2.422126293182e+00	7.850000000000e+03	7.370372099541e+02
2.443070411682e+00	5.450000000000e+03	7.370372068307e+02
2.463038682938e+00	6.150000000000e+03	7.370372044352e+02
2.482985973358e+00	6.600000000000e+03	7.370372018517e+02
2.502934932709e+00	7.050000000000e+03	7.370371995511e+02
2.522877454758e+00	8.450000000000e+03	7.370371995511e+02
2.542826175690e+00	7.100000000000e+03	7.370371978617e+02
2.562749147415e+00	7.100000000000e+03	7.370371950639e+02
2.582695960999e+00	8.150000000000e+03	7.370371924377e+02
2.602673530579e+00	4.950000000000e+03	7.370371895908e+02
2.622590065002e+00	6.100000000000e+03	7.370371864882e+02
2.642559051514e+00	7.650000000000e+03	7.370371838123e+02
2.662505865097e+00	7.000000000000e+03	7.370371819781e+02
2.682452678680e+00	6.850000000000e+03	7.370371819781e+02
2.702407598495e+00	8.250000000000e+03	7.370371800603e+02
2.722434759140e+00	6.950000000000e+03	7.370371774200e+02
2.743105173111e+00	7.050000000000e+03	7.370371739757e+02
2.762481927872e+00	6.900000000000e+03	7.370371716477e+02
2.782377958298e+00	7.800000000000e+03	7.370371695777e+02
2.802574396133e+00	6.850000000000e+03	7.370371667189e+02
2.822593450546e+00	7.000000000000e+03	7.370371639505e+02
2.842431545258e+00	6.550000000000e+03	7.370371614198e+02
2.862558603287e+00	6.750000000000e+03	7.370371607836e+02
2.882529258728e+00	7.250000000000e+03	7.370371600894e+02
2.902476549149e+00	6.750000000000e+03	7.370371583583e+02
2.922422647476e+00	6.950000000000e+03	7.370371560266e+02
2.942369222641e+00	6.150000000000e+03	7.370371524218e+02
2.962317705154e+00	6.850000000000e+03	7.370371499242e+02
2.982264041901e+00	7.150000000000e+03	7.370371472423e+02
3.002229213715e+00	7.200000000000e+03	7.370371441595e+02
3.022184371948e+00	5.850000000000e+03	7.370371441595e+02
3.042560338974e+00	6.300000000000e+03	7.370371437432e+02
3.062507390976e+00	6.250000000000e+03	7.370371409655e+02
3.082461357117e+00	6.100000000000e+03	7.370371380120e+02
3.102377176285e+00	5.550000000000e+03	7.370371349458e+02
3.122323751450e+00	5.800000000000e+03	7.370371318671e+02
3.142270565033e+00	7.400000000000e+03	7.370371294017e+02
3.162217140198e+00	5.350000000000e+03	7.370371271406e+02
3.182186603546e+00	5.150000000000e+03	7.370371270213e+02
3.203108310699e+00	6.150000000000e+03	7.370371253571e+02
3.222106695175e+00	7.200000000000e+03	7.370371229142e+02
3.243026733398e+00	7.500000000000e+03	7.370371204542e+02
3.262998580933e+00	6.200000000000e+03	7.370371179383e+02
3.282999515533e+00	5.700000000000e+03	7.370371151683e+02
3.302920341492e+00	5.950000000000e+03	7.370371125050e+02
3.322867393494e+00	5.000000000000e+03	7.370371105229e+02
